	001_V2	010_V2	015_V2	017_V2	024_V2	028_V2	034_V2	040_V2	042_V2	043_V2
ENSG00000000971	172.6516434	78.66010784	81.36655225	71.95044364	136.4058539	104.3268202	106.8729153	117.6539935	224.384091	120.5269193
ENSG00000001036	48.37279618	47.8369424	38.49961556	42.50580758	47.43542575	47.77407294	48.38235216	45.33925619	47.16495593	45.23041796
ENSG00000001084	69.50910317	101.3197121	87.31282795	70.06129663	84.76057557	113.1054945	92.27597335	115.9631106	94.01122972	115.045439
ENSG00000001167	24.92831214	22.46886689	26.74144327	21.13890354	21.34759901	22.94511863	17.61227267	27.40803258	21.67038516	19.79241076
ENSG00000001460	8.309437381	9.346133085	9.742485612	8.696590516	9.546752352	10.36109626	7.058615117	10.14529757	8.795626916	9.190505827
ENSG00000001461	16.94861434	15.14455035	16.56222554	16.28575003	15.81180858	11.98119495	9.662764383	18.12783791	19.85389699	18.24971871
ENSG00000001497	54.96758775	36.96491004	47.93974817	33.32064456	41.46870553	38.65630823	32.20921461	41.28900174	54.4309086	51.99200439
ENSG00000001561	35.01834325	38.91043162	43.53883225	30.32406656	42.59575268	35.41611086	25.11633437	45.85045336	33.55722878	33.41405333
ENSG00000001617	26.14834858	18.12005394	30.00013673	18.07718253	15.84495703	16.23866359	15.11091877	22.09944664	23.16819119	32.62629568
ENSG00000001626	1.220036441	0.724802158	0.436732114	0.912002002	0.961304924	0.753534274	0.239855853	0.786457176	0.637364269	0.853404112
ENSG00000001629	57.96821792	61.76077333	56.60720089	48.01039109	57.51255323	56.21365681	45.77820289	65.00068559	61.82433412	62.42979315
ENSG00000001630	1.220036441	2.784766185	1.948497122	2.345148004	0.99445337	1.13030141	0.582507073	2.005465799	1.816488167	1.706808225
ENSG00000001631	45.20729623	38.87228414	44.17713304	35.20979157	36.62903246	37.14923969	30.29036778	39.63744167	44.71110349	42.76867533
ENSG00000002016	19.88329659	14.87751797	30.57124796	18.27261153	19.29239538	14.84462519	13.46619292	16.04372639	20.23631555	16.14903167
ENSG00000002330	25.12615589	29.48800357	26.13673726	27.58806055	30.69546069	30.8572285	36.83500607	26.03173252	26.10006683	26.32423455
ENSG00000002549	81.11593634	77.09606108	88.52223996	81.46132165	95.00344528	72.56535054	70.41482556	86.2743522	76.10129375	70.30736957
ENSG00000002586	421.8688169	334.6678594	284.2118217	334.3464481	428.8082932	335.812549	374.4149873	280.2540147	397.6834358	306.9628946
ENSG00000002587	2.209255177	0.915539568	1.209412007	0.879430502	1.922609849	1.808482257	3.460777315	1.258331482	5.035177727	2.067863811
ENSG00000002726	0.065947916	0.267032374	0.100784334	0	0.198890674	0.41444385	0.137060488	0.117968576	0.09560464	0.164116175
ENSG00000002745	0.032973958	0.228884892	0.268758224	0.0977145	0.033148446	4.332822073	1.987377072	0.865102894	0.127472854	0.393878821
ENSG00000002746	0.329739579	0.076294964	0.100784334	0.130286	0.066296891	0.226060282	0.205590732	0.078645718	0.127472854	0
ENSG00000002822	18.39946849	16.74674459	14.78170231	13.81031603	17.53552776	16.46472388	16.85843999	15.80778924	21.16049374	22.09003722
ENSG00000002834	211.8247053	270.7326796	204.3906292	180.4461103	210.7578176	210.6128295	150.2182945	219.0676464	231.0764158	255.2006529
ENSG00000002919	23.84017153	35.66789565	24.99451481	32.40864256	29.40267131	34.85096015	34.26512193	30.632507	24.21984223	27.8669266
ENSG00000002933	40.85473379	16.89933452	29.8993524	9.315449018	36.29754801	35.07702043	35.9441129	12.81925197	20.07697448	22.3526231
ENSG00000003056	58.42985333	44.51811147	50.72811474	40.55151758	43.55705761	46.22932768	36.28676412	52.69263079	56.53421069	56.68572701
ENSG00000003096	8.902968622	2.89920863	6.517386927	3.778294007	3.546883686	4.295145359	7.092880239	2.595308681	10.13409188	5.875359082
ENSG00000003137	59.81475956	36.46899277	26.57346938	28.07663305	53.50159131	30.40510794	23.9170551	65.70849705	47.92979305	64.23507108
ENSG00000003147	31.25931205	30.25095321	23.85229236	19.80347204	27.08228011	28.89803939	22.78630608	31.02573559	21.86159444	30.32866923
ENSG00000003249	1.450854146	1.068129495	1.511765009	4.755439009	3.115953893	2.335956248	2.124437559	1.926820081	3.12308492	1.115989993
ENSG00000003393	29.14897875	26.51249998	32.28458163	23.28862254	29.0380384	22.98279534	19.18846828	28.03719832	28.93633783	28.12951248
ENSG00000003400	37.22759842	27.23730213	30.36967929	23.77719504	30.13193711	24.75360089	16.20740267	26.30699254	35.37371695	33.70946244
ENSG00000003402	339.2360785	214.808471	304.2343093	224.0593489	270.4913166	213.2125227	160.2922404	223.4718066	270.2424502	293.9648935
ENSG00000003436	58.82554082	19.15003595	34.60262131	23.09319354	35.9329151	21.40037337	33.7511451	19.15023223	71.09798424	36.82766978
ENSG00000003509	18.36649453	14.57233812	23.51634458	17.88175353	20.31999719	14.16644434	13.08927658	16.67289213	16.18905244	17.56043078
ENSG00000003756	203.9109554	150.6825538	188.3323253	141.4580248	173.8635975	140.4587886	129.0767143	156.3083637	182.12684	193.9196729
ENSG00000003987	1.681671851	1.564046761	1.209412007	1.335431503	1.524828501	1.507068547	1.644725852	2.123434375	1.720883527	1.8709244
ENSG00000003989	29.05005688	13.19902877	17.03255243	16.74175103	18.69572336	12.99846622	11.75293682	18.63903507	31.10337634	24.42048691
ENSG00000004059	69.90479066	67.71178051	64.83792149	67.48814813	71.53434575	70.75686829	74.52664019	66.92750568	61.21883807	65.87623284
ENSG00000004139	8.111593634	3.967338126	7.525230266	4.853153509	5.336899753	4.182115218	2.467088779	5.426554514	8.413208355	8.829450241
ENSG00000004142	83.91872276	129.4344064	104.3453804	128.2991387	110.8484023	121.2059879	107.0442409	117.6933164	101.2771824	108.5464385
ENSG00000004399	307.0864696	242.1983631	298.5903866	211.8450364	214.7687795	228.0571479	177.6989223	216.668952	373.3998572	347.926292
ENSG00000004455	77.81854055	105.9355575	102.128125	106.5739482	97.35698493	101.5764201	89.39770311	89.45950377	81.55075826	115.0126158
ENSG00000004468	7.08940094	3.929190644	8.902616163	2.703434505	7.657290949	7.27160574	4.385935607	4.364837327	14.65937819	4.365490268
ENSG00000004478	31.58905163	37.15564745	26.47268504	26.08977155	25.75634228	31.87449977	48.82779875	31.34031846	34.13085662	32.33088657
ENSG00000004487	56.88007731	47.8369424	53.81883431	37.71779707	50.58452809	44.00640158	41.35800217	41.24967888	58.63751278	56.35749466
ENSG00000004534	192.3041222	136.1102157	165.8238241	138.5917328	202.4044092	116.0066014	113.0406372	127.7992911	179.0674915	173.4707975
ENSG00000004660	7.979697802	3.013651076	6.618171261	4.429724008	3.21539923	3.014137094	4.214609997	4.482805903	6.596720187	5.251717615
ENSG00000004700	32.14960891	22.88848919	25.73359993	24.26576755	26.12097519	19.85562811	13.70604877	34.21088715	40.72757681	31.93700775
ENSG00000004766	22.19147364	19.56965826	21.97098479	20.09661554	22.07686481	20.91057609	19.25699852	22.21741522	25.90885755	23.20602721
ENSG00000004776	255.7460172	317.6540824	238.6237079	169.0460853	284.1816247	294.631901	177.5618618	263.8957054	393.0944131	386.4279468
ENSG00000004777	21.86173406	8.049118698	16.39425165	7.165730013	7.358954938	6.329687898	4.45446585	8.257800348	19.31213736	16.31314784
ENSG00000004779	51.1755826	74.92165461	56.97674344	95.69506718	72.52879912	82.3612961	94.09202481	74.08426598	57.96828029	54.48657026
ENSG00000004799	742.2437914	361.2185069	485.2429731	201.7478714	619.5444495	182.2799408	177.4590665	357.4447865	529.6178396	760.8097663
ENSG00000004838	1.022192694	0.19073741	0.940653783	0.423429501	0.729265805	0.941917842	0.582507073	0.629165741	0.892309977	1.050343523
ENSG00000004846	3.792005154	2.021816545	4.132157691	0.325715001	0.165742228	2.448986389	7.606857068	0.393228588	2.453852437	4.693722619
ENSG00000004864	16.84969247	17.09007193	19.68653989	13.58231553	16.01069926	15.9749266	13.05501145	14.70674919	16.98575778	14.8689255
ENSG00000004866	24.30180694	25.10104314	22.34052735	21.52976154	27.77839747	26.33602286	26.04149266	22.45335237	31.0077717	30.26302276
ENSG00000004897	57.07792106	54.24571938	52.94537009	49.60639459	59.93238977	53.27487314	48.79353362	54.42283658	54.39904038	54.09269144
ENSG00000004939	0.263791663	0.19073741	0.235163446	0.488572501	0.265187565	0.301413709	0.925158292	1.022394329	0.446154989	0.262585881
ENSG00000004948	0.527583326	0.305179856	0.604706004	0.130286	0.76241425	0.640504133	0.753832682	0.629165741	0.605496056	0.886227348
ENSG00000004961	13.35445293	24.3380935	15.58797698	18.30518303	18.79516869	22.15390764	22.10100364	21.70621806	16.63520743	19.20159253
ENSG00000004975	36.76596301	33.30275177	35.40889598	28.53263405	27.01598322	27.31561742	21.44996633	28.46974977	36.01108122	35.61321008
ENSG00000005007	100.7354413	100.8237949	103.4383214	76.83616864	85.7218805	93.58895677	73.08750507	98.7790213	109.5629179	119.6406919
ENSG00000005020	74.68601455	64.16406469	69.7091643	64.88242812	74.68344809	66.6501065	53.07667386	67.43870284	68.26171324	72.99887485
ENSG00000005022	102.3841392	115.5868704	122.0498284	130.4488577	110.0528396	118.7946782	107.7295433	112.1487933	84.80131603	91.57682592
ENSG00000005059	20.01519242	8.773920855	12.16130963	12.40974152	16.93885574	12.88543608	16.07034218	8.297123206	18.57916845	12.60412228
ENSG00000005073	3.561187449	7.782086324	6.685360817	6.416585512	4.176704154	9.53220856	5.653745118	5.308585938	5.385728076	6.367707609
ENSG00000005075	18.30054661	21.1718525	19.85451378	21.95319104	23.86688088	23.81168304	25.66457632	22.64996667	19.53521485	17.98713283
ENSG00000005100	21.00441116	17.66228416	20.42562501	15.04803303	19.92221585	17.18058144	12.57529975	17.89190075	21.89346265	20.51452193
ENSG00000005102	61.8921189	42.19111507	65.50981705	36.05665057	41.76704154	38.69398495	37.00633168	62.68063692	32.53744595	58.09712612
ENSG00000005108	11.14519776	7.095431648	13.77385897	5.602298011	12.43066713	7.422312594	8.155099018	5.583845949	10.13409188	8.041692598
ENSG00000005156	11.93657275	9.575017977	9.137779609	11.07431002	12.23177645	12.09422509	7.709652433	10.22394329	11.8231072	10.93013729
ENSG00000005175	17.17943205	17.01377696	15.18483964	14.65717503	17.90016066	16.31401702	14.25429072	18.91429508	19.47147843	20.31758252
ENSG00000005187	0.758401031	0.648507194	0.470326892	0.260572	0.729265805	0.640504133	0.239855853	0.943748611	0.669232483	0.623641467
ENSG00000005189	4.583380143	7.13357913	5.005621918	5.14629701	5.568938872	5.463123483	4.077549509	5.387231655	5.70441021	5.875359082
ENSG00000005194	18.16865078	26.2454676	18.57791222	19.24975654	20.28684875	21.85249393	19.05140779	22.49267523	17.17696706	18.67642077
ENSG00000005206	65.38735844	46.80696039	56.37203744	35.86122157	46.04319103	43.02680702	24.15691096	40.26660741	61.34631092	67.22198548
ENSG00000005238	24.03801528	27.77136688	25.19608348	27.52291755	24.36410757	33.90904231	23.60866901	24.77340104	27.82095035	27.4074013
ENSG00000005243	62.55159806	95.36870495	54.89386721	68.69329363	103.5225958	85.45078662	94.84585749	67.75328571	65.39357403	73.3271072
ENSG00000005249	682.2311881	943.8449992	836.3755924	921.2197362	1137.588358	1050.916575	900.7272601	1204.380519	933.069422	962.2459601
ENSG00000005302	33.69938493	27.58062947	27.64850227	23.41890854	35.33624308	25.20572145	23.64293413	27.4866783	34.57701161	32.13394716
ENSG00000005339	88.04046749	56.19124096	97.25688223	44.13438258	59.43516308	50.29841276	39.26782973	58.55173675	98.66398889	89.34484593
ENSG00000005379	18.36649453	3.891043162	15.82314043	4.950868009	9.613049244	7.68604959	10.24527146	4.128900174	13.67146358	17.46196107
ENSG00000005381	0.263791663	0.152589928	0.100784334	0.293143501	0.132593783	0.037676714	0.376916341	0.078645718	0.159341067	0.196939411
ENSG00000005436	21.72983823	22.88848919	23.31477591	17.16518053	22.97187285	22.22926107	21.00451974	20.84111516	23.6780826	23.82966868
ENSG00000005448	6.232078036	3.013651076	3.896994245	2.801149005	4.2098526	2.260602821	2.981065608	2.713277257	5.417596289	4.890662029
ENSG00000005469	12.85984357	10.75758992	11.5901984	9.250306017	12.49696402	10.17271269	11.54734609	11.95414907	15.80663388	13.91705168
ENSG00000005471	2.736838502	1.792931653	1.713333677	1.433146003	2.088352077	1.092624697	0.925158292	2.595308681	2.039565662	2.067863811
ENSG00000005483	73.33408228	47.68435248	68.6341314	42.08237808	51.47953612	49.8462922	35.97837802	50.962425	79.00130118	72.07982427
ENSG00000005486	48.86740555	65.00330929	39.27229545	45.20924208	49.42433249	44.68458242	49.3760407	58.47309103	45.31659955	61.24815669
ENSG00000005513	0.46163541	0.877392086	0.806274671	0.977145002	1.259640935	0.753534274	1.678990974	1.061717188	2.230774943	0.820580877
ENSG00000005700	50.48312948	69.69544958	53.48288653	63.77499712	57.01532655	59.60456104	51.67180387	69.75875151	59.05179955	60.19781317
ENSG00000005801	18.03675495	13.50420862	19.01464433	13.02860002	15.3145819	14.61856491	15.69342584	14.19555203	16.89015314	13.26058698
ENSG00000005810	135.1272793	116.7312949	124.6030315	97.29107068	167.6979866	98.14783913	129.5221609	117.9685764	132.8267137	117.4087119
ENSG00000005812	97.20722777	72.78539562	83.48302327	63.15613862	86.0865134	70.68151486	58.83321435	72.86525735	99.33322137	83.63360302
ENSG00000005844	14.04690605	4.005485608	8.633857939	5.50458351	11.03843241	5.990597475	7.332736092	5.701814526	4.334077031	8.56686436
ENSG00000005882	75.80712912	56.3056834	88.48864518	43.84123908	62.48482008	67.59202434	27.37783242	61.57959688	76.13316197	66.82810665
ENSG00000005884	25.62076526	11.52053956	16.09189865	14.10345953	16.34218371	7.610696163	7.504061702	16.12237211	32.15502739	27.70281042
ENSG00000005889	36.99678072	44.74699636	52.84458575	39.73723007	32.41917986	43.96872486	38.23987607	43.01920753	35.0231666	53.60034291
ENSG00000005893	101.1970767	105.0963129	106.6298253	88.59448017	93.54491367	101.0866228	95.22277383	105.8964587	122.3739397	112.0257014
ENSG00000005961	3.23144787	2.288848919	2.687582238	3.289721506	1.922609849	2.486663103	1.370604877	2.005465799	2.740666358	3.807495271
ENSG00000006007	68.1571709	86.89996395	78.47740135	109.0493822	89.60024864	102.0662174	84.18940457	100.8631328	87.44637775	85.63582036
ENSG00000006015	57.73740021	57.22122297	55.59935755	60.55041861	65.99855532	62.88243513	71.5798397	51.43429931	56.94849746	56.25902495
ENSG00000006016	9.727317569	1.602194243	2.65398746	2.605720005	21.87797414	7.535342735	2.741209754	1.179685764	11.15387471	3.774672036
ENSG00000006025	12.06846858	6.713956828	8.566668383	5.634869511	7.160064264	5.12403306	3.803428534	7.667957466	11.02640186	11.19272317
ENSG00000006042	26.57701004	14.1908633	17.16693154	14.65717503	12.86159692	17.02987458	23.64293413	11.67888906	27.82095035	19.69394106
ENSG00000006047	21.43307261	27.96210429	39.94419101	33.32064456	32.5186252	29.87763395	29.29667925	33.34578426	25.71764827	26.38988102
ENSG00000006062	13.88203626	4.844730211	9.204969165	7.263444514	9.381010124	8.138170154	6.544638288	6.448948843	15.10553318	10.33931906
ENSG00000006071	0.791374989	0.305179856	0.50392167	0.521144001	0.099445337	0.602827419	0.445446585	0.117968576	2.198906729	0.951873818
ENSG00000006118	4.583380143	3.814748198	5.106406252	2.605720005	2.254094305	2.637369957	1.95311195	2.516662963	4.110999537	4.004434682
ENSG00000006125	135.2591751	106.0881474	130.6500915	102.5676537	109.3567223	89.2561347	86.07398628	109.0422874	139.3278293	140.1223906
ENSG00000006194	29.64358812	20.44705034	27.68209705	19.31489954	24.09892	26.41137629	23.1289573	24.10491244	30.24293458	27.24328513
ENSG00000006210	43.22885876	29.06838127	27.34614927	26.08977155	23.46909953	20.57148567	18.29757511	32.20542136	43.40450674	33.08582098
ENSG00000006282	77.45582701	57.52640283	60.73935858	69.86586763	71.36860352	78.40524116	48.21102655	65.39391418	58.00014851	76.34684483
ENSG00000006283	0.46163541	0.228884892	0.235163446	0.130286	0.364632902	0.339090423	0.17132561	0.078645718	0.892309977	0.426702056
ENSG00000006327	1.516802062	6.256187045	1.209412007	3.029149506	3.347993012	2.599693244	3.392247071	2.005465799	1.784619954	1.936570871
ENSG00000006432	0.626505199	0.38147482	0.50392167	0.521144001	0.629820468	0.339090423	0.102795366	0.589842882	0.82857355	0.361055586
ENSG00000006451	85.10578524	81.97893878	77.53674756	89.31105317	116.848271	78.7820083	78.77551531	85.8024779	81.29581255	80.67951186
ENSG00000006453	8.639176959	5.149910067	12.29568874	4.950868009	4.673930839	3.014137094	3.426512193	7.274728878	6.341774479	9.190505827
ENSG00000006459	43.65752021	30.40354314	37.69334089	22.34404904	37.62348583	31.79914634	22.54645023	41.87884462	38.94295685	40.99622063
ENSG00000006468	5.045015553	5.836564743	5.509543588	5.37429751	5.999868666	6.367364611	4.111814631	6.016397396	8.413208355	3.840318506
ENSG00000006530	30.27009332	23.42255394	28.35399261	24.00519555	29.73415576	24.71592417	19.2227334	25.63850394	25.68578005	33.4796998
ENSG00000006534	15.26694249	12.51237409	11.45581929	8.826876517	11.99973733	13.56361692	11.85573219	13.05518912	18.48356381	14.54069315
ENSG00000006555	0.46163541	0.114442446	0.16797389	0.0977145	0.23203912	0.263736996	0.205590732	0.117968576	0.223077494	0.328232351
ENSG00000006576	23.80719758	21.13370502	19.55216078	15.27603353	23.33650575	19.17744726	19.87377072	23.0038724	24.8572065	25.56930014
ENSG00000006606	0.791374989	0.19073741	0.33594778	0.1628575	0.364632902	0.452120564	2.021642194	0.196614294	0.414286775	0.525171762
ENSG00000006607	24.82939027	28.22913667	22.50850124	18.92404154	22.17631015	21.92784736	13.63751853	22.29606094	28.20336892	29.34397218
ENSG00000006625	17.08051017	21.93480214	21.46706313	15.11317603	13.7897534	18.23552942	17.06403072	16.00440353	13.12970395	20.25193605
ENSG00000006634	2.374124966	2.288848919	2.351634458	1.856575503	1.922609849	1.808482257	2.501353901	2.084111516	2.676929931	2.461742632
ENSG00000006638	2.440072882	2.365143883	1.881307567	2.833720505	1.392234718	1.205654838	1.06221878	2.241402952	4.302208818	3.840318506
ENSG00000006652	69.11341568	84.11519777	45.31935549	63.31899612	63.84390636	65.21839138	42.89993265	61.54027402	66.89138006	62.42979315
ENSG00000006695	9.727317569	18.4252338	18.309154	15.66689153	14.08808941	15.29674575	11.47881585	13.60570914	13.16157216	16.31314784
ENSG00000006704	13.51932272	17.43339926	9.843269946	9.413163518	9.381010124	14.73159505	10.99910414	12.54399196	12.23739397	17.2978449
ENSG00000006712	45.60298372	48.52359708	40.17935446	37.29436757	42.76149491	41.36903162	41.35800217	38.49707876	48.12100233	44.90218561
ENSG00000006715	56.22059815	55.39014384	66.88720295	55.4366931	58.40756127	53.12416628	42.24889534	62.91657408	65.26610118	61.74050521
ENSG00000006740	6.792635319	4.386960428	7.088498153	3.615436507	3.182250784	4.106761791	4.043284387	5.583845949	7.648371232	7.779106718
ENSG00000006744	72.24594167	83.46669057	72.43034131	69.93101063	79.82145717	81.5324084	50.06134313	68.06786858	68.77160466	80.64668863
ENSG00000006747	0.791374989	3.776600716	2.620392682	0.749144501	3.082805447	7.874433159	6.75022902	4.522128762	3.21868956	6.466177314
ENSG00000006756	25.88455692	25.71140285	30.47046362	30.19378056	21.18185678	21.96552407	27.3435673	23.90829815	24.44291973	30.72254805
ENSG00000006757	18.72920806	37.91859709	27.64850227	37.13151007	21.71223191	35.98126156	32.31200998	41.21035602	17.87806775	29.40961865
ENSG00000006831	185.9071744	467.2685068	245.6114218	390.0111417	242.4808801	277.2252592	329.1164961	266.0977855	202.4587601	239.8065556
ENSG00000006837	0.890296862	0.991834531	0.739085115	0.814287502	0.729265805	1.017271269	0.89089317	0.747134317	1.051651044	0.525171762
ENSG00000007001	0.395687494	0.076294964	0.235163446	0.1628575	0.165742228	0.263736996	0.205590732	0.275260012	0.286813921	0.164116175
ENSG00000007047	20.47682783	16.5178597	21.1983049	14.33146003	14.65161299	15.29674575	12.12985316	19.22887795	23.6780826	25.01130514
ENSG00000007080	47.51547328	76.94347115	57.11112256	62.66756612	69.28025145	56.62810066	67.87920654	49.07492778	57.07597032	55.60256025
ENSG00000007129	1.648697893	1.792931653	2.284444902	1.954290004	1.591125392	1.808482257	2.364293413	1.730205787	1.593410673	1.345752639
ENSG00000007168	146.0746333	139.9631114	116.3723109	104.9779447	137.8643855	124.9736593	97.518537	124.5748167	145.5739991	146.6213912
ENSG00000007171	1.121114567	0.534064748	0.638300782	0.651430001	0.464078239	1.356361692	0.685302439	1.415622917	0.796705337	0.590818232
ENSG00000007174	5.935312415	1.602194243	6.651766039	3.941151507	3.016508556	2.109895966	3.01533073	2.359371528	5.035177727	1.903747636
ENSG00000007202	103.1755141	131.4562229	112.273748	147.2883233	120.0968187	126.6691114	102.4527146	127.4847082	140.4113485	134.3455012
ENSG00000007237	103.5382277	61.76077333	65.98014394	86.73790466	72.39620534	42.61236317	95.56542505	67.00615139	145.0003713	87.47392153
ENSG00000007255	19.94924451	14.57233812	18.44353311	17.62118153	20.71777854	16.5400773	19.08567291	17.73460932	16.06157959	15.98491549
ENSG00000007264	3.594161407	1.640341725	1.410980675	0.553715501	3.480586795	1.582421974	3.186656339	1.258331482	1.306596752	1.969394106
ENSG00000007312	2.209255177	2.212553955	3.695425577	2.866292005	2.950211664	2.373632962	3.01533073	2.084111516	2.071433875	3.873141741
ENSG00000007314	57.01197314	61.07411865	67.82785673	57.68412661	42.86094025	50.82588675	22.47791998	71.44963444	41.39680929	76.77354689
ENSG00000007341	7.682932182	9.994640279	8.230720604	8.208018015	8.684892765	6.781808462	6.133456825	6.134365973	9.209913691	8.304278479
ENSG00000007350	0.263791663	0.152589928	0.235163446	0.065143	0.298336011	0.263736996	0.102795366	0.157291435	0.286813921	0.262585881
ENSG00000007372	2.275203092	2.555881293	2.351634458	2.410291005	2.917063219	2.335956248	2.398558535	2.044788658	2.772534571	2.658682043
ENSG00000007376	12.26631232	15.8693525	12.22849918	10.65088052	13.55771428	14.84462519	11.61587633	12.70128339	13.89454107	15.16433461
ENSG00000007384	49.26309304	37.30823738	33.66196753	32.57150006	28.20932726	35.60449443	27.41209754	37.23874728	48.34407983	46.44487766
ENSG00000007392	94.50336323	70.45839922	90.9074692	61.91842162	88.4069046	63.44758583	61.40309849	63.38844838	84.03647891	80.51539569
ENSG00000007402	2.637916629	0.991834531	2.385229236	1.270288502	1.458531609	1.092624697	0.925158292	1.101040046	2.326379583	2.560212337
ENSG00000007516	12.10144253	9.956492797	15.52078742	7.719445515	5.502641981	5.83989062	4.317405363	11.36430619	7.807712299	16.05056196
ENSG00000007520	44.61376499	51.34651075	48.37648028	52.9612591	55.4573496	54.44285126	67.70788093	51.90617361	41.26933644	46.77311001
ENSG00000007541	28.85221313	27.7332194	30.5040584	28.59777705	32.28658608	26.29834615	21.92967803	23.04319526	30.0517253	26.48835072
ENSG00000007545	23.11474446	15.29714027	24.49059314	15.47146253	18.62942647	14.91997862	16.65284926	13.99893773	21.31983481	21.23663311
ENSG00000007866	18.82812994	26.20732012	12.6652313	13.25660052	19.25924693	15.52280604	16.78990974	12.62263767	23.07258655	23.59990603
ENSG00000007908	1.978437472	3.47142086	2.65398746	1.726289503	2.519281871	1.770805543	2.090172438	1.65156007	2.007697448	1.73963146
ENSG00000007923	24.9612861	31.05205033	25.63281559	19.70575754	24.62929513	22.3046145	14.93959316	22.57132095	27.94842321	29.70502776
ENSG00000007933	16.88266642	12.93199639	18.81307567	6.449157012	10.27601816	25.8839023	12.5067695	10.57784902	7.234084457	17.13372872
ENSG00000007944	69.14638963	44.06034169	55.6665471	61.95099312	81.34628567	68.79767917	41.5635929	95.39725545	78.77822368	63.05343462
ENSG00000007968	0.230817705	0.228884892	0.235163446	0.521144001	0.298336011	0.150706855	0.274120975	0.31458287	0.191209281	0.295409116
ENSG00000008018	145.2502844	176.4321042	139.2839495	155.1706263	177.0789968	171.3913705	190.8909943	174.0036502	154.4652307	147.6389115
ENSG00000008083	21.99362989	16.13638488	17.33490543	15.56917703	20.91666922	17.33128829	12.88368584	16.59424641	22.75390441	23.50143633
ENSG00000008086	12.39820816	11.13906474	26.50627982	12.73545652	11.23732308	11.79281138	7.915243165	11.71821192	12.93849467	13.06364757
ENSG00000008128	3.39631766	2.708471221	4.098562913	2.280005004	2.254094305	2.373632962	1.610460731	2.477340104	4.971441301	3.676202331
ENSG00000008130	71.71835835	101.6630395	65.91295438	71.59215713	82.93741106	83.30321394	56.5717163	72.31473733	84.29142461	89.50896211
ENSG00000008226	4.946093679	7.171726612	7.928367602	6.449157012	4.143555708	5.086356346	3.083860973	3.224474421	3.728580975	8.041692598
ENSG00000008256	96.84451424	70.76357907	89.96681541	57.52126911	76.34087037	64.69091738	45.12716558	72.90458021	87.82879631	98.43688205
ENSG00000008277	15.06909874	28.9920863	20.92954668	14.95031853	23.00502129	27.76773798	22.0324734	18.67835793	28.20336892	27.24328513
ENSG00000008282	139.5457897	125.0474459	124.3342733	111.8505312	115.9532629	118.6816481	103.4464031	130.8271512	129.4486831	130.3082433
ENSG00000008283	35.77674428	32.8068345	22.81085424	32.53892856	29.66785887	22.8697652	27.92607437	19.81872083	40.53636753	31.74006834
ENSG00000008294	147.9871229	116.50241	127.4921824	93.93620618	128.0855941	117.4383165	89.29490774	130.3945998	144.3948752	141.4024968
ENSG00000008300	2.242229135	0.915539568	1.780523233	0.488572501	0.662968913	1.092624697	0.993688536	0.98307147	1.529674246	1.115989993
ENSG00000008311	55.72598878	23.04107912	49.7202714	22.96290754	30.76175758	31.38470249	18.84581706	38.53640162	40.05834433	39.35505888
ENSG00000008323	18.10270287	77.28679849	43.00131581	42.08237808	40.20906459	76.06928491	49.03338948	70.89911441	46.30451416	40.04434682
ENSG00000008324	10.58464047	8.316151072	8.835426607	8.501161516	11.8339951	10.92624697	14.15149536	8.4937375	10.22969652	7.450874367
ENSG00000008382	10.61761443	8.506888482	10.07843339	9.054877017	9.18211945	10.81321683	12.06132292	11.79685764	9.815409747	8.369924949
ENSG00000008394	688.2654224	1391.124225	1048.694589	1924.421938	987.6247902	1232.329951	1742.278655	1261.359342	958.4046517	943.3725999
ENSG00000008405	15.82749977	20.103723	15.82314043	17.94689653	14.65161299	16.8038143	11.54734609	16.12237211	15.23300604	18.709244
ENSG00000008441	146.6022166	149.271097	152.6546711	90.06019767	114.991958	104.1007599	47.9711707	141.6016145	287.2600762	265.0476234
ENSG00000008513	57.34171272	46.53992802	70.85138675	46.80524559	42.59575268	83.7553345	34.91615924	56.38897952	60.67707844	54.28963085
ENSG00000008516	5.737468668	4.921025175	1.9820919	4.625153009	0.861859587	4.4081755	3.632102924	6.724208855	1.593410673	3.315146745
ENSG00000008517	16.32210914	24.37624099	15.35281353	24.42862505	26.05467829	13.41291007	21.21011047	20.29059514	17.0494942	18.24971871
ENSG00000008710	135.6878366	94.64390279	111.7026368	86.34704666	81.14739499	88.50260043	57.46260947	86.51028936	161.1894237	173.7333834
ENSG00000008735	1.648697893	1.182571941	3.023530018	2.670863005	0.895008033	0.941917842	0.582507073	1.572914352	1.880224594	1.083166758
ENSG00000008838	56.15465024	60.23487405	63.76288859	48.01039109	63.28038278	49.69558534	42.83140241	48.68169919	68.51665895	68.69903105
ENSG00000008853	12.66199982	8.812068337	10.6831394	8.598876016	9.115822559	10.4741264	7.092880239	9.47680897	12.0780529	11.7835414
ENSG00000008869	50.15338991	41.19928054	48.74602284	36.67550907	53.99881799	40.61549734	34.77909876	43.88431042	52.00892437	42.80149856
ENSG00000008952	195.601518	209.1626437	179.2281405	188.4586994	217.486952	192.9424507	180.9541089	226.0671152	220.7192465	224.6093978
ENSG00000008988	988.9219702	866.4819057	874.6736393	973.9204233	1069.634045	956.3103466	1312.936677	922.1603617	790.5547714	753.9497101
