	052_V2	054V_2	063_V2	070_V2	072_V2	078_V2	085_V2	092_V2	099_V2	100_V2
ENSG00000000971	169.4300514	231.0713422	419.7073486	290.3502629	194.1081112	242.6759398	339.5794747	275.7509765	225.9370966	330.4033469
ENSG00000001036	48.03177509	56.21551694	61.00517536	56.61298905	47.87846829	51.77668351	46.68393555	45.56185615	53.63827988	56.07645027
ENSG00000001084	127.7482398	89.71903531	78.34674805	114.5919752	98.05562848	96.64086098	84.53221098	87.57119816	109.6579019	101.588239
ENSG00000001167	23.80422209	25.86644282	25.42742504	23.5634492	26.79617978	24.5628855	24.66072301	23.86737658	23.23260634	20.48513634
ENSG00000001460	9.215588034	8.699625186	7.948220817	11.64891933	8.209613904	9.932532934	9.956602073	8.312193287	9.409205566	8.084542802
ENSG00000001461	20.61295839	17.39925037	20.16301904	22.65278449	20.12997329	17.8517146	20.90227058	21.10814229	20.88030494	16.33013227
ENSG00000001497	38.23003658	50.57072198	44.31735243	43.63601703	44.95584574	43.99172526	47.87081526	46.80351158	43.00936248	45.06085809
ENSG00000001561	54.41430249	38.05255902	45.45281255	38.8929717	44.36475354	59.5280859	47.31034429	57.90942958	52.18624198	41.90434337
ENSG00000001617	25.79062093	30.18305074	38.57123608	33.42898348	38.74937763	38.62278854	33.76013418	34.80084244	38.24667818	21.54804436
ENSG00000001626	1.400248358	0.498070144	0.756973411	0.607109802	0.459738379	0.536893672	0.461564335	0.689808572	0.871222738	0.773024013
ENSG00000001629	64.02065751	67.83715364	66.88892324	60.2177035	71.45647942	73.28598625	83.01564245	74.08544059	80.41385868	75.6919346
ENSG00000001630	2.377165818	2.058689929	2.614999057	1.403941418	1.57624587	2.885803488	2.340790554	2.448820429	2.061893812	1.9969787
ENSG00000001631	39.69541277	43.63094463	43.14748443	38.51352808	37.04177794	43.21994061	40.41984815	41.62994729	38.97269713	40.90585402
ENSG00000002016	13.31864136	20.75292268	18.33940128	14.64652398	17.30586611	16.64370384	14.01177444	14.69292257	13.3877894	12.1751282
ENSG00000002330	24.84626738	27.09501585	29.28110786	26.90255311	26.04089531	28.28758535	22.7814968	20.521805	22.85507648	24.44688441
ENSG00000002549	93.88176785	89.65262596	98.71621438	96.56840291	89.05789164	99.96289058	134.3152213	118.1297179	117.7312326	100.7507964
ENSG00000002586	244.3596205	399.8507118	420.3610983	383.4277844	340.5676232	340.893926	345.8765309	272.6123475	283.2925935	328.5674148
ENSG00000002587	1.53050402	3.320467628	3.131117291	2.238717396	2.659914905	1.879127852	1.450630766	1.896973572	2.149016086	4.155004069
ENSG00000002726	0.716406137	0.464865468	1.754801998	0.341499264	1.247861313	0.604005381	0.527502097	0.206942571	0.493692885	1.030698684
ENSG00000002745	0.455894814	0.099614029	0.068815765	0.265610538	0.065676911	0.570449527	0.098906643	1.103693715	1.53916017	0.225465337
ENSG00000002746	0.358203068	0.298842087	0.44730247	0.682998527	0.328384556	0.033555855	0.263751048	0.275923429	0.058081516	0.161046669
ENSG00000002822	20.18962749	23.21006872	21.53933433	26.90255311	23.87355723	19.46239561	21.13305274	20.86670929	18.46992204	23.70606973
ENSG00000002834	266.4053912	258.6644282	295.2196303	321.8061395	274.3981351	283.1107445	326.3259845	316.2427396	289.5363565	337.843703
ENSG00000002919	29.5680351	28.88806836	32.82511974	32.55626314	27.51862581	35.03231211	29.54011741	28.59256529	28.11145367	27.98991113
ENSG00000002933	26.8001023	49.01010219	49.30649537	42.80124105	39.66885439	40.40124883	40.88141248	20.90119972	25.58490773	32.40258988
ENSG00000003056	54.28404683	66.40935256	69.43510653	56.61298905	53.42816729	58.08518415	56.08006664	60.63417344	51.57638607	70.69948785
ENSG00000003096	4.982279043	8.865648567	5.986971524	5.274266406	4.597383787	4.563596213	7.286122709	3.104138572	4.443235962	4.444888074
ENSG00000003137	28.68880939	50.30508457	30.38216009	24.89150189	23.34814194	49.62910882	44.70580268	52.94280787	30.14430672	60.74680368
ENSG00000003147	28.23291458	28.22397484	34.99281632	30.27960138	30.76963291	26.50912506	26.0783849	38.62928001	28.37282049	26.0573511
ENSG00000003249	8.531745812	2.722783455	2.51177541	4.401546066	18.29101978	4.999822322	3.593608033	2.931686429	5.895273858	5.507796092
ENSG00000003393	27.54907236	33.30429031	33.27242221	28.04088399	28.0440411	33.42163109	31.05668594	32.04160815	26.63037501	27.37793379
ENSG00000003400	28.03753108	32.80622017	45.62485196	33.04953986	37.86273933	31.6431708	40.05719046	41.04361001	31.79962992	29.21386582
ENSG00000003402	275.1976483	272.3447549	256.6483942	255.9726703	263.8569909	294.5868467	309.4129485	284.3735836	294.9669782	262.6026991
ENSG00000003436	26.93035796	38.84947125	52.09353384	38.05819572	35.53120898	28.22047364	41.04625689	23.97084786	27.06598638	28.89177248
ENSG00000003509	15.04452887	17.26643167	19.68130869	14.87419015	14.94149731	14.32834988	14.47333877	15.79661629	13.06834106	13.46350156
ENSG00000003756	159.0421624	162.5368904	191.9271676	160.8082089	180.2174444	156.5380613	170.3831772	168.6926862	160.6534728	150.5464265
ENSG00000003987	1.432812274	1.394596404	2.339735998	1.897218132	1.970307337	1.610681016	2.406728316	1.586559715	1.713404717	2.447909374
ENSG00000003989	16.21682983	25.2023493	20.57591363	16.73346392	19.14481963	13.28811839	25.18822511	24.66065643	13.91052304	16.26571361
ENSG00000004059	45.7197371	68.20240508	71.39635582	63.0635307	55.79253609	55.26649238	54.00302714	56.08143687	50.76324484	55.04575159
ENSG00000004139	5.340482111	7.570666192	9.599799168	6.792040912	8.76786765	7.046729447	9.066442285	8.864040145	4.87884733	6.957216116
ENSG00000004142	115.4390798	100.012485	99.40437203	105.371495	98.21982075	90.60080717	87.13675258	101.9192164	94.23725945	100.1710283
ENSG00000004399	254.6498177	391.416724	372.1212473	390.0680479	462.069909	317.2370485	425.0348143	411.7467364	326.7956489	390.4093359
ENSG00000004455	99.9386561	90.8479943	91.62819063	80.78354805	88.79518399	78.68847882	85.68612181	88.2265163	74.66378861	85.41915343
ENSG00000004468	4.591512059	13.11584713	4.507432584	7.019707088	11.55913638	2.818691779	6.297056278	6.656652716	6.185681437	6.506285442
ENSG00000004478	32.49878748	28.48961225	27.42308221	37.22341975	29.88299461	37.1798868	23.93540763	27.31641943	25.29450015	18.74583231
ENSG00000004487	45.32897012	54.78771586	57.52997924	45.91267879	42.3944462	50.03177907	50.67317015	53.11526001	44.20003355	47.09004612
ENSG00000004534	145.3001901	187.4071929	165.2610588	178.7938367	167.5418006	161.1687692	143.2168192	158.2075959	145.6103602	121.268142
ENSG00000004660	4.624075974	6.640935256	10.08150952	6.640263461	8.24245236	7.415843846	8.209251378	6.760124001	4.87884733	7.408146791
ENSG00000004700	30.31700516	36.65796261	34.47669809	29.33099232	35.46553207	41.50859203	39.03515515	22.66021158	35.72013224	39.00550332
ENSG00000004766	19.63604093	25.86644282	23.98229398	21.9318416	22.72421129	26.47556921	25.02338071	19.48709215	22.33234284	22.28885904
ENSG00000004776	544.2081527	467.2562046	221.2770912	554.8224705	602.9140451	470.2181892	556.2839297	353.6993451	529.6453429	425.2920444
ENSG00000004777	8.173542744	13.34827986	15.51795493	14.83624579	14.28472819	10.83854101	16.55037828	13.83066186	8.65414586	12.46501221
ENSG00000004779	69.06806438	52.06493241	56.6353743	65.45402555	53.13262119	60.06497957	40.6835992	54.14997287	45.71015297	48.15295414
ENSG00000004799	151.6827175	604.2919036	316.3116622	277.4112352	334.6238627	291.8352667	325.5347313	275.5095435	407.7612819	597.2254687
ENSG00000004809	0.162819577	0.630888849	1.582762587	0.227666176	0.886638302	0.771784654	0.659377621	0.862260714	0.116163032	1.546048026
ENSG00000004838	0.455894814	1.095754317	3.440788232	0.872720341	0.952315213	0.335558545	1.945163981	1.241655429	0.958345011	1.030698684
ENSG00000004846	0.814097883	4.515835974	20.47268998	1.517774505	19.04630426	20.67040638	17.57241359	16.62438657	1.655323201	0.966280016
ENSG00000004864	19.7662966	18.7606421	24.98012257	17.15085191	25.12141855	28.05269437	20.506644	21.38406572	19.57347084	17.7795523
ENSG00000004866	33.47570494	23.40929678	58.0116896	32.82187368	56.21943602	64.29301724	67.15761067	65.49732387	27.82104609	25.83188577
ENSG00000004897	56.14019	61.72749321	0.44730247	55.62643562	0.164192278	0.335558545	0.593439859	0.620827714	59.2141054	68.41262514
ENSG00000004939	1.628195766	0.033204676	1.47953894	0.227666176	0.952315213	0.704672945	0.494533216	0.482866	0.929304253	0.515349342
ENSG00000004948	0.976917459	1.261777699	20.54150575	1.214219604	16.9446431	23.15353961	18.66038667	22.34979772	1.161630317	0.547558676
ENSG00000004961	23.08781596	16.96758958	35.30248726	19.73106857	27.12456434	29.56270782	30.72699713	34.59389986	18.12143294	19.35780966
ENSG00000004975	26.89779405	35.32977556	104.2214756	35.21236853	112.438872	100.8017869	121.1936067	134.0987863	26.83366032	26.95921245
ENSG00000005007	114.7552376	126.2773839	84.23049593	133.7538783	84.32915403	81.60783816	96.53288367	81.81129659	106.4343778	106.7095231
ENSG00000005020	77.14391538	92.109772	100.9527267	77.10294488	86.59500746	92.07726477	75.33389317	95.95237231	85.81543965	85.5802001
ENSG00000005022	108.5029658	104.3622976	30.96709409	105.2197176	14.28472819	17.01281824	18.23179121	13.62371929	87.55788513	104.1649857
ENSG00000005059	13.54658877	21.11817411	2.95907788	18.02357225	3.74358394	5.905830393	1.417661885	5.10458343	14.95599033	16.26571361
ENSG00000005073	10.12737766	4.050970506	18.82111163	7.62681689	17.99547368	19.79795416	10.74785522	14.83088429	2.845994276	3.865120065
ENSG00000005075	16.47734115	19.55755433	22.91564963	22.00773033	18.84927352	22.7173135	21.46274155	22.62572115	14.17188986	14.59082824
ENSG00000005100	19.11501829	23.3760921	51.13011313	19.84490166	51.39218304	54.62893114	56.40975545	56.28837944	17.36637324	22.09560304
ENSG00000005102	40.34669107	51.799295	15.13946822	38.96886043	14.67878966	14.02634718	17.67132024	17.17623343	52.4476088	53.43528489
ENSG00000005108	10.4204529	14.41082951	12.86854799	8.803092132	12.80699769	13.69078864	14.44036989	12.65798729	10.39659134	11.56315086
ENSG00000005156	12.7650548	14.04557807	20.64472939	14.1153029	19.07914271	24.42866208	19.45163981	22.59123072	10.30946906	13.8822229
ENSG00000005175	17.71476993	20.65330865	1.101052234	18.13740534	0.919476757	0.436226109	1.120941955	0.793279857	19.74771539	20.80722968
ENSG00000005187	0.683842222	0.564479497	6.984800112	0.872720341	6.272145023	6.946061883	4.681581107	5.483978144	0.5517744	1.095117352
ENSG00000005189	4.786895551	6.275683817	20.54150575	7.62681689	20.09713484	21.44219103	18.09991569	19.21116872	6.56321129	5.829889431
ENSG00000005194	19.31040178	20.719718	49.99465302	18.70657078	54.9715747	45.70307384	57.2010086	57.70248701	15.91433534	19.58327499
ENSG00000005206	43.96128567	59.13752846	38.77768338	58.66198464	30.4084099	28.11980608	34.45248068	35.73208401	44.86797099	53.46749423
ENSG00000005238	28.16778675	32.70660614	82.75095699	36.84397612	65.34852668	88.65456761	70.71824982	55.11570487	31.21881476	38.55457264
ENSG00000005243	67.53756036	65.87807774	460.8935837	82.30132256	678.6395238	660.8154428	607.9461663	867.0893745	72.2534057	58.55656898
ENSG00000005249	850.3415206	677.6410335	43.38833961	765.5275162	36.8447472	37.75033632	33.85904082	32.17956986	629.4003464	727.0935028
ENSG00000005302	29.3400877	35.695027	79.96391852	32.10093079	81.27517765	72.78264843	103.654162	118.3366605	34.18097207	36.71864061
ENSG00000005339	73.92008776	120.3669515	7.500918346	100.2110617	6.567691124	8.221184355	7.220184947	5.070093001	87.35459982	98.81823632
ENSG00000005379	7.457136607	4.482631298	1.066644352	13.16669383	0.459738379	0.167779273	0.659377621	0.034490429	9.264001776	8.825357481
ENSG00000005381	0.162819577	0.53127482	22.1930841	0.56916544	20.42551939	21.71063787	20.80336393	20.521805	0.290407579	0.483140008
ENSG00000005436	22.99012421	20.81933203	6.399866112	18.21329407	4.203322319	3.691143996	4.285954535	4.138851429	18.73128886	22.12781237
ENSG00000005448	2.930752378	4.582245327	14.69216575	4.591267879	13.39808989	13.99279133	14.83599647	13.20983415	3.717217014	3.156514719
ENSG00000005469	11.98352084	16.17067735	4.541840467	12.29397349	1.609084325	2.885803488	3.362825866	2.483310858	13.41683016	13.04478022
ENSG00000005471	0.879225713	2.822397484	69.77918535	2.16282867	68.76372606	66.37348022	82.52110923	78.46572502	1.364915622	1.900350698
ENSG00000005483	66.137312	80.12288387	54.12359889	62.49436526	50.86676775	43.18638475	50.67317015	64.0832163	63.30885226	68.57367181
ENSG00000005486	56.40070132	55.38540004	1.445131058	61.43192311	0.985153669	2.013351271	1.450630766	1.276145857	60.54998026	58.26668497
ENSG00000005513	1.986398834	0.597684173	61.8997803	1.252163967	55.49698999	65.06480189	73.52060471	67.98063473	0.493692885	1.546048026
ENSG00000005700	58.32197233	66.01089645	13.6255214	51.68022191	15.4669126	15.97258675	15.09974751	13.55473843	56.60043719	74.82228258
ENSG00000005801	11.98352084	18.62782339	112.3417358	15.78485486	106.1338886	112.0765541	131.5128665	145.101233	13.03930031	9.662800162
ENSG00000005810	114.7878015	128.5353019	93.27976898	105.1438289	67.58154166	93.45305481	86.11471727	78.29327287	122.1744686	114.6974379
ENSG00000005812	69.03550046	94.03564323	16.17170469	70.99390249	17.14167383	11.81166079	16.25365835	12.86492986	78.90373927	86.44985211
ENSG00000005844	8.238670574	14.31121548	38.94972279	24.4741139	39.53750056	36.30743458	40.6835992	49.52825544	13.85244153	16.58780694
ENSG00000005882	50.50663265	59.20393781	29.90044974	56.95448832	33.52806319	20.97240907	27.56198455	40.90564829	43.53209612	37.20178062
ENSG00000005884	16.3796494	26.23169426	47.93018008	27.54760727	32.01749423	48.82376831	40.18906598	52.9772983	19.51538932	73.21181589
ENSG00000005889	47.47818853	39.74599751	156.2117857	46.51978859	129.5805459	151.5046831	140.0847755	132.0293606	54.56758413	51.01958485
ENSG00000005893	139.0804823	138.4302954	2.580591174	147.4517932	1.937468881	2.818691779	1.879226219	2.931686429	136.520603	158.2766666
ENSG00000005961	2.767932802	2.689578779	93.72707145	4.249768615	85.57701534	81.77561744	70.22371661	87.53670773	3.77529853	1.835932031
ENSG00000006007	116.8067642	105.1924145	68.85017253	95.73362693	57.30310505	52.0786862	44.73877157	44.66510501	111.6036327	98.94707365
ENSG00000006015	44.15666916	56.84640579	5.608484819	58.01693047	4.104806952	2.449577379	1.714381814	1.414107572	42.42854732	48.08853547
ENSG00000006016	4.591512059	9.562946769	10.56321987	2.694049747	11.46062101	8.5567429	9.791757668	10.45059986	3.833380045	3.961748066
ENSG00000006025	7.457136607	9.297309359	34.51110597	10.28292227	14.90865885	16.77792725	23.80353211	16.55540572	7.899086154	8.98640415
ENSG00000006042	11.39737036	28.72204498	15.00183669	16.58168647	19.17765808	13.22100668	15.06677863	22.31530729	15.01407184	19.90536833
ENSG00000006047	19.994244	21.51663023	16.89427022	22.72867322	13.26673607	10.67076173	13.97880556	14.31352786	16.32090595	15.84699227
ENSG00000006062	7.359444861	17.36604569	1.617170469	15.06391197	0.229869189	0.3691144	1.087973074	1.000222429	11.23877331	15.26722426
ENSG00000006071	0.814097883	0.697298202	5.539669054	0.341499264	6.173629656	4.966266467	4.912363274	7.242990001	0.058081516	2.158025369
ENSG00000006118	7.2291892	5.844023025	139.9368574	6.716152187	143.4055357	125.5995634	162.8662723	138.5135612	5.401580973	4.316050739
ENSG00000006125	126.0549162	160.8102472	29.14347633	142.405193	25.77818766	28.55603219	27.19932685	28.93746958	152.5511014	149.8700305
ENSG00000006194	21.06885321	27.02860649	34.75196115	26.21955458	42.65715385	37.01210752	54.36568483	53.97752073	22.10001678	23.54502306
ENSG00000006210	28.16778675	38.7830619	90.38950686	25.87805532	80.651247	56.5751707	74.34482674	54.11548244	48.29478042	41.22794736
ENSG00000006282	47.77126376	86.49818171	0.481710353	58.62404027	0.295546101	0.3691144	0.758284264	0.620827714	76.4643156	61.84192103
ENSG00000006283	0.097691746	1.294982375	4.748287761	0.075888725	5.155637532	11.30832297	3.329856985	5.621939858	0.522733643	0.805233347
ENSG00000006327	3.256391531	3.552900362	0.997828587	3.756491901	0.426899923	0.167779273	0.527502097	0.620827714	7.928126912	18.97129765
ENSG00000006432	0.618714391	0.89652626	77.38332734	0.265610538	82.16181596	109.559865	90.76332949	70.56741687	0.5517744	0.837442681
ENSG00000006451	57.80094968	82.21477847	7.776181405	65.98524662	6.567691124	5.469604285	6.264087397	6.829104859	77.50978289	78.68740265
ENSG00000006453	7.619956183	7.006186695	43.42274749	6.829985275	38.42099307	33.75718964	38.47468417	48.11414787	6.243762953	4.734772079
ENSG00000006459	33.89903584	42.26955291	8.223483875	39.87952513	5.254152899	7.382287992	6.890496136	7.27748043	39.37926774	39.58527133
ENSG00000006468	7.164061369	6.972982019	30.72623891	7.77859434	22.7898882	26.00578724	21.79243036	23.660434	4.995010362	8.728729479
ENSG00000006530	25.46498177	26.29810361	30.72623891	27.623496	19.34185036	15.93903089	15.9899073	19.86648686	23.61013619	26.66932845
ENSG00000006534	10.8437838	24.57146045	0.619341882	28.79977124	0.394061467	0.402670254	0.428595453	0.241433	19.39922629	34.88270858
ENSG00000006555	0.097691746	0.199228058	37.50459173	0.379443626	23.87355723	29.89826637	29.83683734	30.59301015	0.435611369	0.547558676
ENSG00000006576	20.80834189	29.35293383	0.756973411	28.19266144	0.426899923	0.134223418	0.725315383	0.172452143	26.07860061	30.92096052
ENSG00000006606	0.097691746	0.298842087	24.70485951	0.151777451	25.58115693	27.41513313	36.19983138	30.62750058	0.174244548	0.193256003
ENSG00000006607	25.56267352	27.72590469	12.52446917	25.27094552	11.49345947	13.18745082	9.923633192	13.69270015	29.15692095	31.04979785
ENSG00000006625	12.08121258	16.27029138	2.993485762	11.61097497	2.791268728	2.650912506	2.604541602	2.069425715	9.699613145	12.14291887
ENSG00000006634	1.628195766	2.722783455	3.337564585	1.897218132	2.331530349	2.449577379	2.802354888	4.380284429	2.700790487	2.447909374
ENSG00000006638	2.08409058	1.726643167	103.1892391	1.973106857	89.7474992	108.8887479	78.69671903	70.15353173	1.887649265	1.964769366
ENSG00000006652	117.6208621	68.0363817	12.42124552	67.38918804	14.84298194	14.39546158	11.86879717	15.41722157	72.74709859	75.07995726
ENSG00000006695	17.45425861	11.58843202	13.07499528	16.73346392	14.44892047	12.684113	16.05584506	17.52113772	14.54941972	17.9728083
ENSG00000006704	18.33348432	12.78380037	50.30432396	16.73346392	41.31077717	45.87085311	46.9476866	52.11503758	14.14284911	15.26722426
ENSG00000006712	44.8730753	45.15835974	71.53398735	57.03037704	73.03272529	72.98398356	71.64137849	77.32754087	46.08768282	50.27877017
ENSG00000006715	77.95801326	62.95606623	5.161182348	63.21530815	4.334676142	5.503160139	4.055172367	5.621939858	78.87469851	72.50321055
ENSG00000006740	4.493820313	4.084175183	65.13412124	4.818934055	68.50101842	66.40703607	74.60857778	78.60368673	3.659135498	3.543026726
ENSG00000006744	62.42502566	84.37308243	9.083680933	85.60248211	22.46150364	22.88509277	10.87973074	16.00355886	63.51213757	80.29786934
ENSG00000006747	5.21022645	4.416221945	36.67880256	7.664761253	24.30045716	28.01913851	18.89116883	39.93991629	43.56113688	22.77199905
ENSG00000006756	26.93035796	27.49347196	30.31334433	39.57597023	22.39582673	32.64984644	16.61631604	27.93724715	35.86533603	41.51783136
ENSG00000006757	39.56515711	17.00079426	244.9841221	28.26855016	205.7986014	294.519735	327.2491132	275.8544478	33.89056449	30.95316985
ENSG00000006831	367.972243	190.2627951	0.481710353	322.1096944	0.788122935	0.771784654	0.95609755	0.655318143	269.7305596	308.1466972
ENSG00000006837	0.586150476	0.863321583	24.22314916	0.758887253	23.05259584	18.72416682	21.75946148	29.04094086	0.464652127	0.901861348
ENSG00000007001	0.227947407	0.232432734	49.13445596	0.151777451	44.82449192	48.82376831	58.51976384	75.94792373	0.203285305	0.064418668
ENSG00000007047	18.36604824	22.94443131	2.098880822	27.16816365	1.87179197	1.34223418	1.879226219	1.103693715	20.99646798	24.64014041
ENSG00000007080	62.45758957	70.16148098	152.2892872	84.16059633	151.8778572	156.370282	180.9991569	173.5213462	60.25957268	56.39854361
ENSG00000007129	2.702804971	1.69343849	0.963420705	2.88377156	0.689607568	0.469781963	1.450630766	1.241655429	1.074508043	2.158025369
ENSG00000007168	155.1996204	147.9268328	2.442959645	145.7063525	3.185330195	1.34223418	3.000168174	1.586559715	154.7872397	183.2389004
ENSG00000007171	0.586150476	0.962935612	150.3280379	1.062442154	154.1108722	172.2422012	184.4279205	188.559173	0.813141222	0.57976801
ENSG00000007174	1.823579258	3.320467628	143.3432378	2.238717396	67.87708776	101.9091301	130.2930179	88.26100673	1.713404717	2.093606702
ENSG00000007202	182.9440762	154.3021307	19.71571657	177.3140066	16.32071244	15.50280478	13.61614787	14.48598	177.8456015	183.4965751
ENSG00000007237	47.54331636	149.2218152	8.154668111	101.2735039	12.80699769	4.832043049	5.307989847	8.72607843	94.0630149	176.539359
ENSG00000007255	13.83966401	16.90118023	5.161182348	16.9611301	4.006291585	3.087138615	2.637510483	2.897196001	14.52037896	15.20280559
ENSG00000007264	3.223827616	4.881087413	36.05946067	11.23153134	46.63060698	52.14579791	40.65063032	62.49665658	4.675562025	30.59886718
ENSG00000007312	2.539985394	3.519695686	7.982628699	5.501932582	11.23075182	10.10031221	8.308158021	9.105473145	2.962157308	1.449420024
ENSG00000007314	48.84587297	44.99233636	0.44730247	48.79645035	0.229869189	0.402670254	0.296719929	0.172452143	39.0598194	46.22039411
ENSG00000007341	9.931994171	6.541321227	2.339735998	8.271871055	2.955461006	2.885803488	2.439697197	2.138406572	6.650333564	10.0815215
ENSG00000007350	0.162819577	0.199228058	14.76098152	0.113833088	13.43092835	14.26123817	13.58317899	16.14152057	0.493692885	0.225465337
ENSG00000007372	1.986398834	2.357532016	43.76682631	1.783385044	32.51007106	35.53564992	42.29907437	36.93924901	1.655323201	2.222444037
ENSG00000007376	15.40273194	16.40311008	76.79839334	15.55718868	79.50190105	66.67548291	64.09150473	63.97974501	12.95217803	16.52338828
ENSG00000007384	31.35905045	45.9220673	2.133288704	35.81947833	2.167338071	1.543569307	2.802354888	2.517801286	35.22643936	43.90132207
ENSG00000007392	64.28116883	74.81013566	5.264405995	76.60966816	8.275290816	6.040053812	6.923465018	13.45126715	64.93513471	57.20377696
ENSG00000007402	1.139737036	2.822397484	47.58610125	2.048995582	41.37645408	41.34081275	35.73826704	41.66443772	1.39395638	1.57825736
ENSG00000007516	10.58327248	8.201555041	27.2510428	13.58408182	27.38727199	28.35469706	29.86980622	30.17912501	10.077143	6.184192103
ENSG00000007520	43.86359393	46.18770471	19.13078257	44.81229227	19.40752727	16.67725969	20.14398631	23.660434	36.56231422	39.06992199
ENSG00000007541	26.11626008	33.50351837	21.95222892	33.12542858	22.69137283	18.28794071	24.62775413	32.59345501	24.62656272	27.28130579
ENSG00000007545	19.3429657	23.70813886	3.268748821	24.81561316	8.833544561	5.704495266	11.20941955	18.96973572	17.56965854	18.19827364
ENSG00000007866	26.66984664	16.83477087	26.32202998	29.02743742	25.77818766	26.71046019	28.84777091	36.28393086	24.04574756	25.9607231
ENSG00000007908	1.269992697	2.689578779	10.01269376	1.403941418	14.35040511	6.711170902	34.97998278	2.690253429	1.974771539	4.99244675
ENSG00000007923	30.12162166	27.19462987	78.72523475	31.3799879	69.12494908	60.09853542	80.3121942	68.77391459	26.5722935	31.62956586
ENSG00000007933	6.936113962	17.79770649	2.030065057	7.512983802	1.083669035	0.302002691	0.428595453	0.344904286	24.33615514	10.82233618
ENSG00000007944	58.74530323	119.4704253	148.7452753	87.04436789	142.7487666	146.907531	125.3806546	134.7885949	57.47165992	54.17609957
ENSG00000007952	0.097691746	0.066409353	0.137631529	0.151777451	0.131353822	0.167779273	0.131875524	0.310413857	0.174244548	0.161046669
ENSG00000007968	0.227947407	0.929730936	22.36512351	0.56916544	23.61084959	18.48927583	25.51791392	24.86759901	0.377529853	1.481629358
ENSG00000008018	133.9353837	151.1808911	13.24703469	143.2779133	9.490313674	9.52986268	11.96770382	12.554516	136.5496437	131.2530355
ENSG00000008083	17.16118337	23.84095757	3.819274938	21.21089871	3.677907029	2.550244943	3.165012579	3.138629001	18.26663673	25.05886175
ENSG00000008086	11.65788168	12.21932087	87.22398169	10.32086664	94.83745982	100.2984491	93.40083997	95.12460202	10.6289174	9.662800162
ENSG00000008128	2.312037987	2.85560216	6.124603053	1.328052692	7.585683248	13.12033911	4.549705583	24.79861815	2.323260634	2.447909374
ENSG00000008130	101.110957	85.50204142	73.46082876	106.4339372	67.15464174	75.83623119	81.30126063	83.98419359	97.80927267	100.042191
ENSG00000008226	17.16118337	5.644794968	27.56071374	12.82519457	33.62657855	55.40071579	37.81530655	24.24677129	26.74653804	8.374426807
ENSG00000008256	70.43574882	84.63871984	101.2279898	89.20719656	98.12130539	116.23748	102.0716557	94.53826473	74.86707392	85.74124677
ENSG00000008277	29.50290727	24.30582304	48.92800866	30.24165702	38.15828543	38.52212098	47.112531	40.45727272	48.35286194	29.50374983
ENSG00000008282	95.60765536	121.4295012	132.4015312	106.1683267	135.2287602	135.8005432	151.6238839	148.3433333	106.2020517	103.6496364
ENSG00000008283	35.23415637	40.60931909	1.995657175	38.74119425	1.707599692	0.939563926	2.571572721	2.448820429	42.22526202	43.96574074
ENSG00000008294	128.7902851	143.3113828	20.81676881	121.1563499	19.96578102	22.68375765	19.28679541	23.76390529	136.0559509	145.6828171
ENSG00000008300	0.944353544	2.025485253	27.59512162	1.29010833	50.96528312	57.14562023	72.59747604	59.7374223	1.074508043	2.447909374
ENSG00000008311	23.1855077	25.50119138	9.77183858	17.22674064	8.505160005	10.46942661	8.505971307	6.829104859	21.69344617	15.6859456
ENSG00000008323	139.1456101	43.33210255	9.083680933	80.78354805	9.687344407	7.214508719	8.143313616	9.829772145	77.48074213	44.35225274
ENSG00000008324	7.359444861	9.430128064	905.236976	8.803092132	866.4426515	1199.957357	972.0544885	756.6165317	6.853618869	7.021634784
ENSG00000008382	9.183024118	11.42240864	17.78887516	11.23153134	15.40123568	25.80445212	13.12161465	19.24565915	9.670572387	9.952684166
ENSG00000008394	1354.072727	776.7901969	216.0470931	1266.506936	301.8182456	199.0868848	396.8134521	443.9607967	952.6530228	905.2433285
ENSG00000008405	22.9575603	16.60233814	62.82879312	17.90973916	60.32424297	52.54846816	53.57443168	78.87961016	23.34876937	23.51281373
ENSG00000008441	270.1502414	299.7054081	2.305328116	345.2937	2.068822704	5.43604843	1.219848598	2.897196001	306.3509553	406.2563281
ENSG00000008513	71.57548586	77.134463	12.59328493	69.74173853	28.3395872	17.14704165	20.40773736	15.48620243	55.58401066	69.66878917
ENSG00000008516	1.921271003	3.552900362	101.6408844	3.718547538	127.3803693	116.8414854	149.5798133	157.8626916	7.26018948	2.383490707
ENSG00000008517	12.99300221	29.78459462	0.929012823	27.20610801	0.985153669	0.704672945	2.110008386	1.448598	12.69081121	17.7795523
ENSG00000008710	107.3632288	138.4635001	59.90412312	150.677064	67.61438012	61.0045435	67.28948619	65.7732473	124.8171775	130.1579182
ENSG00000008735	1.172300951	1.859461872	12.04275881	1.555718868	13.00402842	11.24121126	12.98973913	13.24432457	0.958345011	1.191745353
ENSG00000008838	54.96788905	63.68656911	49.4441269	71.25951303	48.20685285	49.19288271	53.64036945	51.25277687	54.97415474	62.55052638
ENSG00000008853	9.573791102	14.94210433	208.477359	12.06630732	215.8471688	262.6416732	222.1443204	230.9479098	9.873857693	13.8822229
ENSG00000008869	48.87843689	54.85412522	551.0078275	41.54907709	482.0028516	719.8401909	511.3473449	530.3248298	47.74300602	45.09306742
